created_at,user_id,username,name,tweet,language,replies_count,retweets_count,likes_count,link
2020-10-22 11:30:30 India Standard Time,46354552,shailesh505,shailesh gaikwad,And Covid vaccine makes an entry in the poll arena..,en,0,2,5,https://twitter.com/shailesh505/status/1319156655490150402
2020-10-22 11:30:22 India Standard Time,2186187964,ranveer_chelsea,Ranveer,"Everyday Bhartiya Janta Party stoops to new low,now in manifesto they have promised to give free covid vaccine for people in Bihar.  #BiharElections2020",en,0,0,1,https://twitter.com/Ranveer_Chelsea/status/1319156625278631938
2020-10-22 11:30:01 India Standard Time,2574072036,shekhargupta,Shekhar Gupta,"Among most imp stories to read today...  AstraZeneca trial volunteer in Brazil who died had been given placebo, not Covid vaccine  Timothy Annett @annett_tim and Walter Brandimarte @brandimarte report   https://t.co/jWtifOgbiP",en,9,15,95,https://twitter.com/ShekharGupta/status/1319156536615133184
2020-10-22 11:29:49 India Standard Time,118356750,sqharshad,SQHussain س. ق. حسین,"Thanks, she did not say mass production facility of covid vaccine will be set up in Bihar only.  Their vision documents is so blurred, why?",en,0,0,0,https://twitter.com/sqharshad/status/1319156486656831488
2020-10-22 11:29:15 India Standard Time,19286530,abledoc,Dr Able Lawrence🦉MD DM,Stone-walling non-transparency is not helping the cause of @AstraZeneca @UniofOxford Adenoviral vectored #ChAdOx1 #CovidVaccine Questions about Adenovirus vaccines have only proliferated with time. History of coverup with Oxford TB Vaccine dont help either  https://t.co/xHgpxWblPQ,en,0,0,4,https://twitter.com/abledoc/status/1319156342771204098
2020-10-22 11:28:53 India Standard Time,390242409,drkeza,Keza,@pandeypoonam20 Sirf bihari ko covid vaccine,in,0,0,0,https://twitter.com/drkeza/status/1319156248802029568
2020-10-22 11:28:39 India Standard Time,19760270,priyankac19,Priyanka Chaturvedi,Is the promise of free COVID vaccine same as the 1.25 lakh crore package promised to the state in 2015?  #AskingForABihariFriend,en,117,206,1534,https://twitter.com/priyankac19/status/1319156192128630785
2020-10-22 11:28:36 India Standard Time,"8,0772627408488E+017",bhall43211,Beverly,Volunteer who died in AstraZeneca’s #COVID__19 #COVID vaccine trial may have been part of a placebo group   https://t.co/IsnyFAjqws,en,0,0,0,https://twitter.com/bhall43211/status/1319156180912988161
2020-10-22 11:28:33 India Standard Time,3181746666,__maneeshaaa,Maneesha,"I CANNOT BELIEVE THEY SAID FREE COVID VACCINE JUST FOR THE SAKE OF ELECTIONS!!! I mean, how is this even legal? @ECISVEEP",en,1,1,1,https://twitter.com/__maneeshaaa/status/1319156164953735168
2020-10-22 11:28:29 India Standard Time,2367512455,_mariamberidze_,"Mariam Beridze, MPH","If you're pinning your hopes on a Covid vaccine, here's a dose of realism | David Salisbury  https://t.co/MA9k1agOzr",en,0,0,0,https://twitter.com/_MariamBeridze_/status/1319156148864516096
2020-10-22 11:27:48 India Standard Time,122476804,eytanwallace,Eytan Wallace,CD23 candidates @GOPLeader Kevin McCarthy (R-Bakersfield) and challenger @KimMangone (D-Quartz Hill) touched on whether they would get a #COVID #Vaccine when it becomes available.  Watch --&gt;  https://t.co/upfxP8QLtT,en,0,1,4,https://twitter.com/EytanWallace/status/1319155977015406592
2020-10-22 11:27:34 India Standard Time,"7,20283907980026E+017",prabuddhaaa,Prabudh Singh,"So Modiji, people of other regions of country won’t get free Covid vaccine? Please remember it’s the whole country that votes for PM not just one state",en,0,0,0,https://twitter.com/prabuddhaaa/status/1319155918014038017
2020-10-22 11:27:17 India Standard Time,164341650,rechagokku,Nellore Pedda Reddy,COVID Vaccine in India will be expensive AF and it will be included in Election Manifesto for the next 2 years where ever the election is.   Save Democracy. Jai Hind.,en,0,0,3,https://twitter.com/rechagokku/status/1319155846987669504
2020-10-22 11:27:05 India Standard Time,354537587,georgementz,George Mentz JD MBA,"Oxford Developed Covid Vaccine, Then Scholars Clashed Over Money  https://t.co/fnI0oFOC0C  https://t.co/OfurzbPotR",en,0,0,0,https://twitter.com/GeorgeMentz/status/1319155795670360067
2020-10-22 11:26:03 India Standard Time,"1,00864926768951E+018",obmarch05,Tiktok,"@gerimac74 In the other articles it says they got the meningitis vaccines. But you know what, i bet they got the covid vaccine and are lying. They always cover up vaccine injury.",en,0,0,0,https://twitter.com/obmarch05/status/1319155536290582528
2020-10-22 11:26:01 India Standard Time,455866219,malabarhornbill,Ajay✋,"Ever seen a party stoop to such a level where a life-saving essential vaccine is being dangled like a carrot to voters  Logically like Pulse Polio vaccine, COVID vaccine should also be free for all",en,1,0,4,https://twitter.com/MalabarHornbill/status/1319155530552676354
2020-10-22 11:25:47 India Standard Time,"1,3060809334103E+018",sabchangase,Aryan,@ndtv Hahahaha Covid vaccine means gau mutra,fr,0,0,1,https://twitter.com/sabchangase/status/1319155471807201281
2020-10-22 11:25:28 India Standard Time,"1,06816868348106E+018",imkumaraditya,Kumar Aditya,19 lakh jobs? In next 15 years? &amp; free Covid vaccine is a compulsion for the state not a promise.,en,0,0,4,https://twitter.com/imkumaraditya/status/1319155391419199488
2020-10-22 11:25:27 India Standard Time,270371054,to_fly_to_live,Flynn Rider,"Isn't it the best poll promise ever?? Free Covid vaccine if you vote for BJP? But wait if they don't vote for you will you let em die? Does that mean Centre will provide vaccines only to states ruled by BJP? ""Shameless Leeches"" that's the least I got to describe the whole party",en,0,0,1,https://twitter.com/to_fly_to_live/status/1319155387572994049
2020-10-22 11:24:48 India Standard Time,498556925,simply_sharmi,Rolling_Eyes,"जैसा कि ‘The Secret’ में mentioned है और शाहरुख़ फ़रमाते हैं तुमने इतनी शिद्दत से covid vaccine की चाह की ही नहीं है की सरि कायनात तुम्हें उससे मिलाने की साज़िश करे   Hope quotes, ज्ञान पेलने और बतोलेबाज़ी की पोल खुल ही गयी  @DrKumarVishwas @saurabhtop",hi,0,0,1,https://twitter.com/Simply_sharmi/status/1319155223336685568
2020-10-22 11:24:48 India Standard Time,3628910713,cobrakai_1,Rajat 🏹,"This is a major story. BJP is planning to sell covid vaccine in india, unlike other countries where vaccination will be free!  When indians move to other countries , it's not brain drain, it should be called having a brain!",en,0,0,0,https://twitter.com/Cobrakai_1/status/1319155222401314817
2020-10-22 11:23:21 India Standard Time,"9,23175360811885E+017",bej_2019,Bej ✋,@SupriyaShrinate Feku party is going to take the credit of giving covid vaccine to the people. We had the great legacy of free vaccinations against many diseases throughout several decades. They are taking the credit of even medicines. What a Shame is this,en,0,0,2,https://twitter.com/bej_2019/status/1319154859178745856
2020-10-22 11:21:26 India Standard Time,"8,95966977407074E+017",eastmojo,EastMojo,#CoronaVirusUpdates : #AstraZeneca’s shares fell by 1.7% on Wednesday afternoon after the news broke out #Covid19 #vaccine #CovidVaccine  https://t.co/h3A1CDFVt9,en,0,1,3,https://twitter.com/EastMojo/status/1319154373684056064
2020-10-22 11:21:08 India Standard Time,307753285,aj_alshaali,عبدالناصر الشعالي,#China rolls out experimental #Covid vaccine as it eyes global market | Financial Times  https://t.co/aaeIXqM1uL,en,0,0,0,https://twitter.com/aj_alshaali/status/1319154298996051968
2020-10-22 11:21:02 India Standard Time,309599662,binhosbin,Binoy Hoskote,FREE  COVID VACCINE PROVISION BY GOVT. IS THEIR DUTY...NOT A FAVOUR &amp; NOT A BIG DEAL.   THEY COULD NOT PROVIDE MIGRANTS FOOD ACCOMODATION OR TRANSPORT TO GO BACK HOME.   WHO ARE THEY FOOLING ?  #BiharCrowningRjdCombineBanningBjpJduLjpToVanwaas14Yrs,en,0,0,0,https://twitter.com/BinHosBin/status/1319154274744463360
2020-10-22 11:20:49 India Standard Time,"1,01333613320221E+018",kimick4,Kimick,"@SkyNewsAust @realDonaldTrump Trump being Trump.   Not sure how many morons there are in the US, but he was definitely only talking to them.  Confusion over COVID vaccine trial death  https://t.co/R75WCch9ib via @newscomauHQ",en,0,0,0,https://twitter.com/Kimick4/status/1319154219660705792
2020-10-22 11:20:46 India Standard Time,1457113411,sm_bishnoi,Sunil Bishnoi,"So if BJP will not come to power, they will not provide Covid Vaccine to Bihar?  Bcoz ""Poll Promises"" means that they will fullfil only if they comes to power, otherwise not.  It's Modi Govt's responsibility to provide vaccine to every Indian,it's not the matter of poll promises.",en,0,0,1,https://twitter.com/SM_Bishnoi/status/1319154209376227329
2020-10-22 11:20:24 India Standard Time,1243574713,nachtan,Ken McNaughton🏴󠁧󠁢󠁳󠁣󠁴󠁿,"If you're pinning your hopes on a Covid vaccine, here's a dose of realism | David Salisbury  https://t.co/YLsWzyOwi1",en,0,0,0,https://twitter.com/nachtan/status/1319154114190667777
2020-10-22 11:19:47 India Standard Time,1407738061,d_prajith,d prajith,@ridhimb It's very disguise that using Covid vaccine as a part of election manifesto...RIGID..,en,0,0,0,https://twitter.com/d_prajith/status/1319153961530580999
2020-10-22 11:19:29 India Standard Time,99899684,dhananjaya_rai,Dhananjaya Rai ✋,"BJP, where is Covid vaccine ???? Who developed vaccine ? Without vaccine you are giving promise? @INCBihar  https://t.co/Vw7LEQBgvV",en,1,29,46,https://twitter.com/dhananjaya_rai/status/1319153884590272512
2020-10-22 11:19:26 India Standard Time,"8,43430163773886E+017",milanhazra10,Milan Hazra,@HathwayBrdband still @KKRiders gave  better performance than you. Connectivity issue again since last 3 days. Your customer cares pretends to be busy as if they are making covid vaccine,en,0,0,0,https://twitter.com/milanHazra10/status/1319153874264035329
2020-10-22 11:19:24 India Standard Time,132848954,kind_guy20,The Batman🏹,@scribe_prashant To have access to COVID vaccine your state has to go under election. Wtf is this.  Rest of the nation can eat Bhabhiji Papad and drink Gaumutra.,en,0,0,0,https://twitter.com/kind_guy20/status/1319153862066929664
2020-10-22 11:19:15 India Standard Time,60256344,vikis_tweet,Vignesh K,"@ndtv What do you mean by Free Covid vaccine, if won ?Harvesting votes out of Peoples fear ?? #BiharElections2020  If you can give free vaccines to Bihar what about other states ?",en,0,0,1,https://twitter.com/Vikis_tweet/status/1319153825458970624
2020-10-22 11:18:11 India Standard Time,75311070,gauravpandhi,Gaurav Pandhi,"Irrespective of elections, wins or losses, the Modi Govt should provide free Covid Vaccine to Entire India. Every Indian family should have FREE &amp; EQUAL access to the vaccine.  RT if you Agree.  That's what PMCares Fund is for!",en,35,417,815,https://twitter.com/GauravPandhi/status/1319153558042759168
2020-10-22 11:18:09 India Standard Time,"1,20001823673933E+018",ashutos183,Being Human,Congress                               BJP  Right To Health         Free COVIDVaccine  https://t.co/U5XPWpva90,en,1,2,11,https://twitter.com/Ashutos183/status/1319153550685945856
2020-10-22 11:18:04 India Standard Time,"8,57610206875963E+017",ritviccc,ऋत्vik 🐢,Ab Free covid vaccine bhi election manifesto mein hai🤔🤔🤔 Baaki hote toh charge karte?🤔,et,1,0,14,https://twitter.com/ritviccc/status/1319153530322604032
2020-10-22 11:17:34 India Standard Time,31730751,zbysfedo,Zbys Fedorowicz ROF,"If you're pinning your hopes on a Covid vaccine, here's a dose of realism | David Salisbury  https://t.co/t96tAP8mLS",en,0,0,0,https://twitter.com/zbysfedo/status/1319153402241273859
2020-10-22 11:16:59 India Standard Time,42587578,samuelodusami,Samuel Odusami,ICYMI: AstraZeneca shares turn negative after Brazilian health authority says volunteer in Covid vaccine study dies   https://t.co/45vAqk63Fd  $AZN $BNTX $ABBV $PFE $INO $JNJ $SRNE,en,0,0,0,https://twitter.com/samuelodusami/status/1319153254031294464
2020-10-22 11:15:38 India Standard Time,"1,25003632606339E+018",thecommonman80,Common Man,Vote BJP for Free Covid Vaccine ? BJP using Covid Vaccine as a threatening Election Tool !! Shameless BJP !!!  #BiharPolls #BiharElections2020,en,1,1,1,https://twitter.com/TheCommonMan80/status/1319152915244851200
2020-10-22 11:15:02 India Standard Time,25053299,fortunemagazine,FORTUNE,Brazil’s Jair Bolsonaro undercuts the Chinese COVID vaccine his country is betting on  https://t.co/giafCa4z7F,en,0,2,6,https://twitter.com/FortuneMagazine/status/1319152765134868481
2020-10-22 11:15:01 India Standard Time,346407984,kaushalnitesh,नितेश कौशल,"Is the govt, otherwise, planning to charge for the Covid vaccine (whenever it comes)??? 🤔🙁 @yadavtejashwi @SushilModi",en,1,0,0,https://twitter.com/KaushalNitesh/status/1319152762714664960
2020-10-22 11:12:03 India Standard Time,365904677,wi_john,john williams,"If you're pinning your hopes on a Covid vaccine, here's a dose of realism: 'We need to communicate the clear message that although targeted vaccination may offer some protection, it will not simply deliver “life as we used to know it”. | David Salisbury  https://t.co/GIdZTdyFgR",en,0,3,5,https://twitter.com/wi_john/status/1319152014492827648
2020-10-22 11:11:53 India Standard Time,"1,30153203405833E+018",well__whatever,Vanilla ice-cream 🍦,Doctors so taken up with making a covid vaccine that they haven't looked at the fact that we need a @zoom_us vaccine!,en,0,0,0,https://twitter.com/well__whatever/status/1319151970268123138
2020-10-22 11:10:37 India Standard Time,6509832,cnnnews18,CNNNews18,#BattleForBihar – This is the duty of a state to provide free COVID vaccine to the each and every citizen. This can’t be a part of any election manifesto: RJD Spokesperson Nawal Kishore (@Nawalk7) tells @snehamordani.  https://t.co/NThXe8V32t,en,0,2,22,https://twitter.com/CNNnews18/status/1319151653723860992
2020-10-22 11:10:31 India Standard Time,75311070,gauravpandhi,Gaurav Pandhi,"Congress provided FREE POLIO VACCINATION (&amp; others) to ENTIRE INDIA FOR DECADES. That's the basic a responsible Govt should do, not just for Bihar but entire India.  ALL INDIANS SHOULD GET FREE COVID VACCINE!",en,11,204,531,https://twitter.com/GauravPandhi/status/1319151630407757824
2020-10-22 11:10:28 India Standard Time,219190444,teelindsay_,Tee,Y’all we really need to find this Covid vaccine.,en,0,0,4,https://twitter.com/teelindsay_/status/1319151617292238849
2020-10-22 11:10:15 India Standard Time,26368450,pearlf,Pearl Freier,The 28 year old doctor in Brazil died of covid-19 while participating as volunteer in covid vaccine trial &amp; received placebo they said. I'm not a clinical trials expert &amp; I don't understand how he would be in a trial while not being tested for covid??  https://t.co/1xO41mJXwm,en,1,0,0,https://twitter.com/PearlF/status/1319151560635670528
2020-10-22 11:09:54 India Standard Time,"1,30323876272248E+018",delbert_earl,Delbert Earl Myers,"Oxford Developed Covid Vaccine, Then Scholars Clashed Over Money  https://t.co/L6QxebZ2lO   SMH, ""eggheads, long-hairs &amp; bookworms""  Good grief",en,0,0,0,https://twitter.com/delbert_earl/status/1319151475222863874
2020-10-22 11:08:51 India Standard Time,"7,82543232756572E+017",freedoomer,Makar Kawalovski,@AmanKayamHai_ET Aur Delhi walon ko 2023 mein election mein BJP ke jetne ke baad melega Covid Vaccine. Tab tak Grand Maralo!,ht,0,0,4,https://twitter.com/freedoomer/status/1319151209849233409
2020-10-22 11:08:44 India Standard Time,"9,22373475842404E+017",tenbabiii,babiii’钦钦 🌹🌈,AstraZeneca shares down after death reported in Brazil Covid vaccine study  https://t.co/5fJ7GRMmBu,en,0,0,0,https://twitter.com/tenbabiii/status/1319151181298421762
2020-10-22 11:08:01 India Standard Time,"1,24380539450323E+018",bhuban64039498,Bhuban Patnaik,"@EconomicTimes Rs 80,000 crore is needed for free distribution of covid vaccine to all Indians.. 🙏 🙏 From where the Govt will arrange this... Any specific working is there or just saying like that only",en,0,0,0,https://twitter.com/Bhuban64039498/status/1319150999504703490
2020-10-22 11:07:21 India Standard Time,18253577,matson9999,Mike Matson,Moderna CEO eyes December for COVID vaccine  https://t.co/eeUFXSyFTK,en,0,0,0,https://twitter.com/matson9999/status/1319150830772080644
2020-10-22 11:05:33 India Standard Time,"1,17708992132608E+018",lifesurgeabans,LifeSurge,"AstraZeneca, J&amp;J could resume #COVID #vaccine #trials this week, the firms’ COVID vaccine trials, which are backed by the US’s Operation Warp Speed, were temporarily halted when participants fell ill.   https://t.co/i3zODoN2AT  https://t.co/KIXjNFwaNr",en,0,0,0,https://twitter.com/lifesurgeabans/status/1319150377342648320
2020-10-22 11:05:23 India Standard Time,364079425,mmp100_,MP,"@BJP4Bihar poll promise of free covid vaccine for Bihar is like; ""ભેંશ ભાગોળે, છાશ છાગોળે ને ઘેર ધમાધમ"" #BiharElections2020",und,0,0,0,https://twitter.com/mmp100_/status/1319150338411118592
2020-10-22 11:05:06 India Standard Time,"1,14300266076692E+018",vidhusingh14,Vidhu Singh,The Class 12 supplementary exam result of the Madhya Pradesh Board has been declared. #TodayNews #NewsUpdate #BreakingNews #IndiaFightsCorona #COVID19 #CovidVaccine #SilambarasanTR #BoycottErosNow #ThalaAjith #Dussehra #NavratriDay6 #NavratriSpecial   https://t.co/ku8NTbOjOA,en,0,3,3,https://twitter.com/VidhuSingh14/status/1319150267007336454
2020-10-22 11:04:21 India Standard Time,"1,24380539450323E+018",bhuban64039498,Bhuban Patnaik,"@CNNnews18 As per Adar poonawalla, CEO of serum Institute of India how the Govt can arrange 80,000 crore rupees to distribute covid vaccine freely to all Indians... Our finance minister Nirmala ji saying India is planning for this but how... Can she hint any plan",en,0,0,0,https://twitter.com/Bhuban64039498/status/1319150075474423808
2020-10-22 11:03:02 India Standard Time,315951608,mugilan__c,Mugilan Chandrakumar,So the government plans to charge for the covid vaccine otherwise ??,en,1,0,7,https://twitter.com/Mugilan__C/status/1319149744942239745
2020-10-22 11:02:43 India Standard Time,"1,24498633748203E+018",remyaravindra14,Remya Ravindran,Vaccine Update #Covid19 #CovidVaccine #covishield #covax @drharshvardhan @MoHFW_INDIA @manoramanews  https://t.co/36p07tC7xS,en,0,0,0,https://twitter.com/RemyaRavindra14/status/1319149664256471040
2020-10-22 11:02:39 India Standard Time,16181564,ladycatlover,Maggie W,"If you're pinning your hopes on a Covid vaccine, here's a dose of realism | David Salisbury  https://t.co/wYQY6aCrwW",en,0,0,0,https://twitter.com/ladycatlover/status/1319149650365059073
2020-10-22 11:02:36 India Standard Time,"7,85293548967059E+017",heckpuppers,🎃spookanie 🎃,"my coworker, in complete seriousness, told me not to get the COVID vaccine when it comes out because it is apparently going to start the zombie apocalypse   I am officially not paid enough for this",en,0,0,0,https://twitter.com/heckpuppers/status/1319149637375328256
2020-10-22 11:02:11 India Standard Time,300439678,ralmahdaoui,Rashad Al Mahdaoui,"""Lockdown till a Covid vaccine comes? It’s too long to wait, and there’s no guarantee it will be effective anyway""  Anybody else know about this? And, can this be true?   https://t.co/4B7l94VYuP   https://t.co/IUp7NjaBwT",en,0,0,0,https://twitter.com/Ralmahdaoui/status/1319149532647665664
2020-10-22 11:01:57 India Standard Time,727277754,gabiwalker19,Gabi🤪🤪,Where that Covid vaccine at,en,0,0,0,https://twitter.com/Gabiwalker19/status/1319149470374895616
2020-10-22 11:00:13 India Standard Time,126129869,manonafence,manonafence,"If you're pinning your hopes on a Covid vaccine, here's a dose of realism  https://t.co/aSA7Q66reC",en,0,0,0,https://twitter.com/manonafence/status/1319149037476597760
2020-10-22 11:00:00 India Standard Time,39743812,economictimes,Economic Times,The math behind getting a Covid vaccine for 1.3 billion people  https://t.co/HDDhnI5IZk,en,1,3,12,https://twitter.com/EconomicTimes/status/1319148980765298688
2020-10-22 10:59:17 India Standard Time,60098223,nkpurohit101,kishore,@CNNnews18 @akhileshsharma1 free Covid vaccine to all.,en,0,0,0,https://twitter.com/nkpurohit101/status/1319148800695439360
2020-10-22 10:59:14 India Standard Time,193680125,steviweavi,Stevi - Carping since June 2016 #3. 5% #FBPE,Covid vaccine trial continues after volunteer dies  https://t.co/y9tGy2xfQx via @NewsNowUK,en,0,0,0,https://twitter.com/steviweavi/status/1319148788729237504
2020-10-22 10:59:13 India Standard Time,199233142,vasudha_et,Vasudha Venugopal,"Free Covid vaccine, professional education including medical and engineering studies in Hindi, 19 lakh jobs largely in health, IT, agriculture sectors, Bihar as national IT hub, push to women SHGs, AIIMS in Darbhanga - BJP promises for Bihar 2020.",en,14,14,115,https://twitter.com/vasudha_ET/status/1319148785864306689
2020-10-22 10:58:59 India Standard Time,3371990723,deepdowndirtypr,MUSIC IS THE ANSWER,I think this is a FABULOUS idea! #Vaccine #CovidVaccine  https://t.co/fgTLU9McoJ,en,0,0,0,https://twitter.com/deepdowndirtypr/status/1319148726200508416
2020-10-22 10:57:50 India Standard Time,2813922320,schizodrift,cássio do farol,@Hoorayforfakes “take COVID vaccine!” com a cara do doria,en,1,0,1,https://twitter.com/schizodrift/status/1319148434683760640
2020-10-22 10:57:34 India Standard Time,1459872168,sandraweeden,Sandra Weeden,"Meningitis jab  ‘comparing an experimental COVID-19 vaccine that has so far been shown to cause a fair amount of physical reactions (pain, fever) to a meningitis vaccine that can also cause these temporary side effects will certainly paint a kinder picture of the COVID vaccine’  https://t.co/rZ1k03R9XS",en,1,3,6,https://twitter.com/SandraWeeden/status/1319148370305470464
2020-10-22 10:56:57 India Standard Time,206958062,shubh_banwal,Shubh🏹,@AmanKayamHai_ET Instead the promise should be that free covid vaccine for all Indian citizens,en,0,0,3,https://twitter.com/shubh_banwal/status/1319148213975150592
2020-10-22 10:56:50 India Standard Time,457884299,hannahcomer4d,Hannah Comerford,@JBsTwoCents Maybe wait until a COVID vaccine ensures you'll be able to keep it trimmed?,en,0,0,0,https://twitter.com/HannahComer4d/status/1319148185349025793
2020-10-22 10:55:54 India Standard Time,45599926,betki,☼ B Raj ☼,@kiranshaw Madam is your firm part of covid vaccine? either research or distribution.,en,0,0,0,https://twitter.com/betki/status/1319147949553668097
2020-10-22 10:55:49 India Standard Time,144536993,snehanshus,snehanshu shekhar,BJP sanklp patra for Bihar. 1. Free Covid Vaccine   2. 19 lakh new jobs  3. Medical collegs in DARBHANGA  4. Appointment of 3 lakh new teachers 5. 30 LAKH HOUSES FOR POOR BY 2022  6. New processing units in next two years for Milk production  7. MSP on Pulses  https://t.co/yaykJJOayb,en,0,0,0,https://twitter.com/snehanshus/status/1319147929937039360
2020-10-22 10:55:38 India Standard Time,32926031,garanonbribon,garanonasevechebribon_4968,"Oxford Developed Covid Vaccine, Then Scholars Clashed Over Money  https://t.co/6Zl3GGdwFL Kenneth Frazier, CEO of Merck is PRO- socialist/communist,",en,0,0,0,https://twitter.com/garanonbribon/status/1319147882310782976
2020-10-22 10:54:44 India Standard Time,"9,06803084575339E+017",skankyliar,Skankyliars,@McKayMomo @pinkdroids @jonkirbysthlm @hillclime I think you need the covid vaccine.,en,0,0,0,https://twitter.com/skankyliar/status/1319147654803263488
2020-10-22 10:53:56 India Standard Time,293768205,tomflowers,Tom Flowers 🎧,"Big Pharma, big money, big egos and a 900-year-old university: Inside Oxford’s deal to make a Covid vaccine  https://t.co/MuTdrLrobi via @WSJ",en,0,0,0,https://twitter.com/TomFlowers/status/1319147453296349198
2020-10-22 10:53:31 India Standard Time,"1,14300266076692E+018",vidhusingh14,Vidhu Singh,पश्चिम बंगाल में हाईकोर्ट ने दुर्गा पूजा के पंडालों में 60 लोगों की एंट्री को इजाज़त दे दी है। #Dussehra #NavratriDay6 #NavratriSpecial #TodayNews #NewsUpdate #BreakingNews #IndiaFightsCorona #COVID19 #CovidVaccine #BoycottErosNow #ThalaAjith   https://t.co/NBIEONpXlE,hi,0,1,2,https://twitter.com/VidhuSingh14/status/1319147351068397571
2020-10-22 10:52:04 India Standard Time,34548446,kswissshoes,Martin,@AmyMcGrathKY He took the Covid vaccine 💉 that trump recommend.,en,0,0,0,https://twitter.com/kswissShoes/status/1319146986679877632
2020-10-22 10:51:37 India Standard Time,197279172,zg4ever,Miro Gal,"Oxford Developed Covid Vaccine, Then Scholars Clashed Over Money  https://t.co/L0Diljl5np",en,0,0,0,https://twitter.com/zg4ever/status/1319146871558971392
2020-10-22 10:51:32 India Standard Time,"1,26237140822043E+018",bill_roberts65,@Investor_Bill,AstraZeneca shares down after death reported in Brazilian Covid vaccine study @CNBC  https://t.co/UpLmeYJ9YA,en,1,0,0,https://twitter.com/Bill_Roberts65/status/1319146852797812736
2020-10-22 10:50:53 India Standard Time,928336729,asenalfa,Asena Türkeş,Aşıyı Türkler Bulacak diyen @aysen_tok öngörüsünün gerçekleşmesiyle güne başlayalım🙏🏻♥️🧿 #CovidVaccine #KoronaAşısı,tr,0,0,2,https://twitter.com/AsenAlfa/status/1319146689115062272
2020-10-22 10:50:09 India Standard Time,"9,1935288857233E+017",realgavinrider,Gavin Rider,"@ChrisFi78250835 @SkyNewsAust @realDonaldTrump Yes, go and take your COVID vaccine please so you can further reduce that 0.01% you might die IF you actually get COVID. LOL What a chump you are, I bet you get scammed all the time.",en,0,0,0,https://twitter.com/RealGavinRider/status/1319146501323419649
2020-10-22 10:49:38 India Standard Time,42589787,newsquawk,Newsquawk,- Operation Warp Speed Chief Slaoui stated AstraZeneca and Johnson &amp; Johnson COVID vaccine trials will restart this week,en,1,1,1,https://twitter.com/Newsquawk/status/1319146373342765061
2020-10-22 10:48:47 India Standard Time,2769857832,akfullerton,"Arthur K. Fullerton 🌈MBA, MAPP",AstraZeneca shares turn negative after Brazilian health authority says volunteer in Covid vaccine study dies  https://t.co/VfWE5dri4y,en,0,0,0,https://twitter.com/akfullerton/status/1319146159429029889
2020-10-22 10:47:57 India Standard Time,16094112,lohas_de,Lohas_de,"Do not worry, one day it will be save somehow, they think: AstraZeneca Shares Turn Negative After Brazilian Health Authority Says Volunteer in COVID Vaccine Study Dies – NBC New York @ |  https://t.co/W1kDNIpCiN",en,0,0,0,https://twitter.com/Lohas_de/status/1319145950905094144
2020-10-22 10:47:50 India Standard Time,"9,382145808908E+017",midnightmover9,Don,AstraZeneca shares turn negative after Brazilian health authority says volunteer in Covid vaccine study dies  https://t.co/NlIMKvUMAq,en,0,0,0,https://twitter.com/midnightmover9/status/1319145919862968320
2020-10-22 10:47:07 India Standard Time,4925779787,terrie090365,Terrie Holloway,"Lance Himes Email Riles Up Ohioans, Many Believe ODH Will Mandate COVID Vaccine  https://t.co/iQJh67dL2S via @theOhioStar",en,0,0,0,https://twitter.com/terrie090365/status/1319145739637895169
2020-10-22 10:46:58 India Standard Time,"9,97281206516384E+017",ussuricat1,ussuricat,COVID vaccine trial volunteer dies in Brazil The volunteer was 28 years old and taking part in AstraZeneca's vaccine trial.  https://t.co/yWSwHIz3jB,en,2,2,4,https://twitter.com/ussuricat1/status/1319145703332061185
2020-10-22 10:46:57 India Standard Time,1692142904,hazystareyes,The Fucking Lizard King, https://t.co/lTfTYAcWEu Dr. Bonnie Henry expects a #COVID vaccine by January. Feeling optimistic :):),en,0,0,0,https://twitter.com/HazyStarEyes/status/1319145697703202816
2020-10-22 10:44:05 India Standard Time,"8,38484669981164E+017",saltieone808,Salty🌺,"How obesity could create problems for a COVID vaccine   “Obesity is the most important factor we see,”   https://t.co/owjpnXkWWa",en,0,0,1,https://twitter.com/saltieone808/status/1319144977822183424
2020-10-22 10:43:52 India Standard Time,75734828,crisloop,Ana Cristina Zepeda,"Are we receiving false hope from our government? If so - If you're pinning your hopes on a Covid vaccine, here's a dose of realism | David Salisbury  https://t.co/wuYoj8RvBa",en,0,0,0,https://twitter.com/crisloop/status/1319144922398773248
2020-10-22 10:42:30 India Standard Time,3316144782,dalemunroe,Dale Munroe,"As an aside, I'm curious to see if SF Progs and DSA are *actual* anti-vaxxers when a Covid vaccine comes out.  They refuse housing because of some boogeyman ""greedy developers"", so they'll surely refuse a vaccine produced by for-profit pharmaceuticals, rights?",en,0,1,2,https://twitter.com/DaleMunroe/status/1319144579556257792
2020-10-22 10:41:32 India Standard Time,115123902,britishheralduk,British Herald,Britain joins hands with Oxford company to monitor COVID vaccine T cell responses  https://t.co/JUj0RENmex,en,0,0,0,https://twitter.com/BritishHeraldUK/status/1319144335514816512
2020-10-22 10:40:23 India Standard Time,49164802,sw1a0aa,Gareth Milner,@Heidi559Heidi @HegKong If you read the original Reuters source it says the volunteer was in the group that didn’t have the Covid vaccine,en,0,0,0,https://twitter.com/sw1a0aa/status/1319144044258275328
